band_num,date_resighted,original_location_description,general_location,exact_location,status,comments
1467-52332,1997-05-20,SW TRES Nest # 021,NWA,unknown,identified on nest #021,@ 1530
1467-52333,1996-06-29,Nest,NWA,unknown,7 pipped,6 tagged 1 egg only starrred *nest apparently not revisited
1467-52333,1997-04-25,pd 97,NWA,pond 97,PR,@ 0915
1467-52333,1997-05-09,pd 97,NWA,pond 97,PR,@ 0945
1467-52333,1997-06-01,pd 97,NWA,pond 97,PR,@ 1350
1467-52333,1997-06-28,pd 97/98,NWA,pond 97,w 10 Ib,@ 1150
1467-52333,1997-07-31,pd 94,NWA,pond 94,w 10 Ib,@ 1530
1467-52333,1997-08-19,pd 94,NWA,pond 94,w 10 IIa,@ 0915
1467-52333,1997-08-20,1 pd E of 94,NWA,unknown,w greater or equal to 9 IIb,@ 1447
1467-52333,1997-08-23,pd 94,NWA,pond 94,w 10 IIb,@ 1005
1467-52333,1998-05-19,Nest 040,NWA,unknown,female found freshly killed *carcas slightly eaten,*Nasal tags intact *Webtag intact; circled 3 yr
1467-52335,1997-04-25,pd 6751,NWA,unknown,Pr,@ am
1467-52335,1997-07-06,pd 140,NWA,pond 140,PR,@ 0828
1467-52335,1997-08-10,Nest,NWA,unknown,7 hatche/gone,JJK on Aug 9 ducklings female wandering inside fence missed webtagging
1467-52335,1997-08-30,pd 6631,NWA,unknown,w 2 IIa,@ 1015
1467-52336,1996-08-08,pd 50,NWA,pond 50,w 4 IIb/c,@ 0950   
1467-52336,1999-05-12,pd 6642,NWA,unknown,Pr,Gr triangle?
1467-52337,1997-04-25,pd 1 E,NWA,pond 1,PR,@ 1222
1467-52337,1997-07-20,nest,NWA,unknown,"I.D. positive 100%, 6 eggs",set trap female aban. 
1467-52338,1998-05-25,N62,NWA,unknown,on nest,tags lost! and replaced. circled greater or equal to 4 yr
1467-52338,1999-04-29,pd 1 W,NWA,pond 1,PR,fair
1467-52338,1999-05-02,pd 1 W,NWA,pond 1,PR,@ 1955 G
1467-52338,1999-05-05,pd 1 ,NWA,pond 1,PR,KWD
1467-52338,1999-06-10,pd 1,NWA,pond 1,Pr,good 15:50
1467-52338,1999-06-24,N106,NWA,unknown,7 eggs,I.D. on nest   
1467-52339,1996-08-08,pd 9338,NWA,unknown,w 7 IIb ,@ 1130
1467-52339,1997-04-24,S of quanset sheetwater,NWA,unknown,PR,@ 1504
1467-52339,2000-05-02,pd 50,NWA,pond 50,PR ,@ 1525 Vg
1467-52339,2000-07-17,pd 50 ,NWA,pond 50,Brood hen greater or equal to 3 Ic's,excellent @ 1400
1467-52339,2000-05-04,pd 50,NWA,pond 50,Pr,V. good
1467-52340,1997-04-25,pd 125N,NWA,pond 125,PR,@ 1030
1467-52340,1997-06-01,pd 140,NWA,pond 140,PR,@ 1600
1467-52340,1998-05-05,SW of pd 6631 E side of road,NWA,unknown,PR ,"@ 1122, greater or equal to 4 yr circled"
1467-52340,1998-05-07,pd S of 6672,NWA,unknown,PR,@ 1430 100%
1467-52340,1999-04-26,pd 125N,NWA,pond 125,PR,2 hours later
1467-52340,1999-05-05,pd 125N,NWA,pond 125,PR,G
1467-52341,1996-08-24,pd 9350,NWA,unknown,w greater or equal to 1 IIb/c,@ 1300
1467-52341,1996-08-30,pd 9350,NWA,unknown,Radio Loc,@ 1000
1467-52341,1997-07-29,pd 8367,NWA,unknown,w 5 III,3 female and 2 male ducklings @ 1900
1467-52342,1996-07-30,pd 5335,NWA,unknown,greater or equal to 6 Ic's,@ 1448
1467-52342,1997-05-27,NE of pd 67,NWA,pond 67,Cuaght at nest 048,@ 1600
1467-52342,1997-08-09,2-3 ponds N of 5327,NWA,unknown,Radio Loc,@ 1315
1467-52342,1997-06-24,Nest 376,NWA,unknown,6 eggs,found by telemetry
1467-52344,1996-07-30,Nest,NWA,unknown,Abandon,W Brn oval 
1467-52344,1997-05-29,pd 26,NWA,pond 26,PR,@ 1134
1467-52344,1998-04-28,pd 1,NWA,pond 1,PR,AM
1467-52346,1997-05-02,pd 25,NWA,pond 25,paired,@ 1057
1467-52346,1997-06-21,nest 173,NWA,unknown,8 ducklings ,@ 1000
1467-52346,1997-08-01,pd 25,NWA,pond 25,w 2 IIb,@ 0750
1467-52346,1998-04-23,pd 26A,NWA,pond 26,PR,@ 0905 greater or equal to 3yr
1467-52346,1998-04-27,pd 26A,NWA,pond 26,PR,@ 1000
1467-52346,1998-04-29,pd 25,NWA,pond 25,PR,@ eve
1467-52346,1998-05-12,pd 26,NWA,pond 26,PR,@ 0815
1467-52346,1998-05-22,pd 26N,NWA,pond 26,PR ,@ 0900 100%
1467-52346,1998-06-08,N107,NWA,unknown,on nest,mistnetted
1467-52346,1999-04-19,pd 26,NWA,pond 26,PR,@ 1733 VG
1467-52346,1999-04-26,pd 26,NWA,pond 26,PR,@ 1700 G
1467-52346,1999-04-27,pd 26,NWA,pond 26,PR,@ 0930 Exc
1467-52346,1999-04-29,pd 26,NWA,pond 26,PR,@ 155 VG
1467-52346,1999-05-02,pd 26,NWA,pond 26,PR,@ 1838 VG
1467-52346,1999-05-18,pd 26,NWA,pond 26,PR,@ 1315
1467-52346,1999-05-17,pd 26,NWA,pond 26,PR,@ 1350
1467-52352,1997-06-29,pd 79 E,NWA,pond 79,PR,@ 1320
1467-52352,1999-07-15,nest 619,NWA,unknown,6 eggs,@ 1430   
1467-52352,1997-08-04,pd 90b,NWA,pond 90,5 Ia,@ 1040
1467-52352,1997-08-11,pd 6136,NWA,unknown,5 Ib,@ 1115
1467-52352,1997-08-14,pd 6136,NWA,unknown,w 5 Ic,@ 0840
1467-52352,1998-05-08,pd 1 e,NWA,pond 1,PR,@ 11:20 circled greater or equal to 3 yr
1467-52352,1998-05-12,Nest #013 flushed pd 1 E,NWA,pond 1,PR,@ 0932
1467-52352,1998-06-08,pd 1 E,NWA,pond 1,PR,@ 845
1467-52361,1996-07-30,pd 6136,NWA,unknown,9 IIc,@ 1401
2367-85801,1996-09-05,big pd 8132 NE of Andre Denis,NWA,unknown,greater or equal to 5 IIb,flushed out of emergents
2367-85801,1997-08-02,2nd pd E of 8132,NWA,unknown,w 1 IIa,@ 1100
2367-85802,1997-04-25,pd 66,NWA,pond 66,PR,am
2367-85804,1996-08-16,Nest,NWA,unknown,eggs rotten,(tossed away)
2367-85804,1997-04-25,pd 90,NWA,pond 90,PR,@ am
2367-85804,1997-05-02,pd 90,NWA,pond 90,PR,@ am
2367-85804,1998-05-22,pd 90,NWA,pond 90,PR,@ 740
2367-85809,1997-05-02,pd 90,NWA,pond 90,Pr,a.m.
2367-85815,1998-04-28,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)*",NWA,unknown,PR,@ 1951
2367-85815,1998-05-06,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)",NWA,unknown,PR,@ 1504
2367-85815,1998-05-08,"1 m N of main road 
1 m N of NWA (1st pd SE of farm)",NWA,unknown,PR,@ 1045 *not included in resigt data
2367-85816,1998-05-05,pd 6631,NWA,unknown,PR,(100%) @ 1203
2367-85816,1998-05-11,pd 6631,NWA,unknown,PR,@ 1325; included in resight data because female nested in trad. search area at NWA
2367-85818,1997-06-19,Nest 215 ISL,NWA,unknown,9 eggs hatched June 20,(female trapped)
2367-85818,1997-11-03,"Schell City, Missouri",outside area,unknown,female shot,*nasal tags intact (yes) *webtag intact (unknown)
1467-52356,1997-07-21,pd 5335,NWA,unknown,w 5 IIb's,@ 1100
1467-52356,1997-08-05,pd 5335,NWA,unknown,w 4 IIc,@ 0920
1467-52356,1997-08-10,pd 5335,NWA,unknown,w 4 IIc,@ 0807
1467-52356,1997-08-11,pd 5335,NWA,unknown,w 4 IIc,@ 0825
1467-52359,1997-07-12,nest,NWA,unknown,10 hatch,@ 1235
1467-52360,1998-05-08,pd 7662?,NWA,unknown,PR,Half a mile N of NE end of NWA (The junkpile wetland). 1st pd SE of Boussiere's (N) farm. @ 955 100% 50m sighting
1467-52360,1999-06-21,N153,NWA,unknown,8 eggs,*Lost tags refitted
1467-52362,1997-10-22,pd 65,NWA,pond 65,W Yell oval wht triangle + 3 males,@ 1440
1467-52363,1997-07-19,nest,NWA,unknown,greater or equal to 6 duckling,lifted fence and left (missed webtagging)
1467-52363,1997-08-18,1 pd S of 4336,NWA,unknown,w 8 IIb's,@ 0825
1467-52363,1998-04-29,pd 50,NWA,pond 50,PR,good sighting; circled 3yr
1467-52363,1998-05-06,pd 50,NWA,pond 50,PR,@ 1820
1467-52364,1997-08-18,"2 pds E 
1 pd S of 2561",NWA,unknown,w 6 IIb,@ 0930
1467-52364,1998-04-27,Skomar's pd,NWA,unknown,PR,@ 1215; circled greater or equal to 3yr
1467-52364,1998-05-06,Skomar's pd,NWA,unknown,PR,@ 15233
1467-52364,1998-05-08,Skomar's pd,NWA,unknown,PR,@ 1101 sittnig on muskrat house SW end
2367-85838,1997-05-30,N 087 E of pd 14,NWA,pond 14,5 eggs pipped and hatched,(6 crushed by SWL)
2367-85839,1999-06-02,pd 125N,NWA,pond 125,Pr,@ 0840
2367-85840,1997-06-01,nest,NWA,unknown,8 hatch,@ 1040
2367-85840,1998-04-29,SW pd 1,NWA,pond 1,Pr,@ eve
2367-85840,1998-05-12,N pd 1,NWA,pond 1,Pr,@ 1009
2367-85841,1997-05-31,142 ISL,NWA,unknown,7 hatched ducklings,@ 12:40
2367-85841,1998-04-27,pd 1,NWA,pond 1,PR,@ 1131
2367-85841,1999-04-21,pd 1 W,NWA,pond 1,PR,100%
2367-85841,1999-05-07,pd 1 W,NWA,pond 1,PR,100%
2367-85843,1998-06-02,W of 5338 in field,NWA,unknown,PR,@ 0705 100%
2367-85843,1998-06-02,p 66,NWA,pond 66,PR,@ 900 PR
2367-85844,1998-04-27,pd 26,NWA,pond 26,PR,@ 0950
2367-85844,1998-04-29,pd 26,NWA,pond 26,PR,"not 100%, thought Gr Y but does not exist"
2367-85844,1998-05-07,pd 1,NWA,pond 1,PR,@ 1445
2367-85844,1998-05-09,pd 1 W,NWA,pond 1,PR,@ 1100
2367-85844,1998-05-12,pd 67,NWA,pond 67,PR,@ 11:10
2367-85844,1998-05-19,pd 1 W,NWA,pond 1,PR,@ 1325
2367-85844,1998-05-26,pd 1 NW,NWA,pond 1,PR,@ 10:30
2367-85845,1997-06-25,125 S,NWA,unknown,w 6 IIa's,@ 10:05
2367-85845,1997-04-29,pd 140,NWA,pond 140,PR,@ eve 
2367-85846,1997-07-23,SW end pd 9350,NWA,unknown,w 8III,@ 1500
2367-85847,1997-08-01,2 pds SE of Andre Denis yard,NWA,unknown,Saw female several times w 4 III's swimming around pd. ,(MALL 2343 in this pd) 100% ID
2367-85848,1998-06-28,185 ISL,NWA,unknown,"4 ducklings webtagged, 2 pipped",108353-8357
2367-85848,1999-06-23,N144 ISL,NWA,unknown,9 eggs,"*Lost tags, refitted "
2367-85848,2000-06-07,1 E,NWA,unknown,Pr,@ 0825 VG
2367-85848,2000-06-14,Flush from nest 6136 (N166),NWA,unknown,Pr,@ 1030
2367-85850,1997-06-28,1 pd E of 94,NWA,unknown,w 4 Ic,@ 0742
2367-85850,1998-05-22,pd 1 W,NWA,pond 1,PR,@ 955
2367-85851,1998-04-20,5056,NWA,unknown,Pr,@ 1350
2367-85851,1998-04-22,5056,NWA,unknown,Pr,@ 1739
2367-85851,1998-05-05,S of 5056 in crop,NWA,unknown,Pr,@ 0907
2367-85851,1998-05-22,NE pd 29 in field,NWA,pond 29,Pr,@ 724
2367-85852,1998-04-29,SW pd 1,NWA,pond 1,PR,@ eve 
2367-85852,1998-05-05,pd 71,NWA,pond 71,PR,@ 925
2367-85852,1998-06-29,N 201,NWA,unknown,Trap,Weller Island
2367-85852,1999-07-05,N105 ISL,NWA,unknown,5 starred,Visual I.D.
2367-85853,1997-07-23,pd 90,NWA,pond 90,"standing on big white rock, saw no brood",@ 1000
2367-85853,1998-04-22,SE pd 1,NWA,pond 1,PR,@ 1800
2367-85853,1998-04-20,pd 1,NWA,pond 1,PR,@ 1538
2367-85853,1998-05-05,pd 1 E,NWA,pond 1,PR,@ 1040+
2367-85853,1998-06-15,pd 1 E,NWA,pond 1,w other female,@ 17:00
2367-85853,1999-06-03,N 26 I,NWA,unknown,9 eggs 23-24 d inc,@ 0945 *tags lost refitted
2367-85853,1999-08-09,pd 65,NWA,pond 65,female,@ 0825  
2367-85853,2000-05-02,pd 1 E,NWA,pond 1,PR,poor/good @ 4:05
2367-85853,2000-05-04,pd 1 W,NWA,pond 1,PR,fair/good @ 0825
2367-85853,2000-05-08,pd 1 E,NWA,pond 1,Pr,@ 1620 Fair
2367-85853,2000-05-24,pd 1 E,NWA,pond 1,Pr,good @ 0850
2367-85853,2000-05-26,pd 1 E,NWA,pond 1,Pr,VG @ 1053
2367-85854,1998-04-22,5056,NWA,unknown,PR,@ 17:37
2367-85854,1998-05-12,field N of 5056,NWA,unknown,PR,@ 0725
2367-85854,1998-06-02,S of pd 5056,NWA,unknown,PR,@ 0735
2367-85855,1998-05-07,pond S of 6672,NWA,unknown,PR,@ 1420 on SE shore
2367-85855,1998-05-11,pd S of 6672,NWA,unknown,PR,@ 15:05
2367-85855,1998-05-19,pd 1 SSE,NWA,pond 1,PR,@ 1350
2367-85855,1999-06-17,N130 ISL,NWA,unknown,10 eggs ,"*Lost tags, refitted. Same combo as bird with band #2367-85860 (some or all of these may have been the other individual, but both alive in 2000!)"
2367-85855,1999-06-23,N130 ISL,NWA,unknown,H/G,9 hatched
2367-85855,2000-04-27,1 E,NWA,unknown,paired,good
2367-85855,2000-05-02,125 N,NWA,unknown,PR,V. good @ 1653
2367-85855,2000-05-12,pd 6954,NWA,unknown,Pr,@ 10:30 VG
2367-85855,2000-05-19,pd 1 E,NWA,pond 1,Pr,@ 10:30 VG
2367-85855,2000-06-07,pd 1 E,NWA,pond 1,Pr,@ 0825
2367-85856,1997-06-08,148 ISL,NWA,unknown,6 eggs *d,Human? Aban.
2367-85857,1997-07-18,1 pd S of 3670 1 mi NW of Skomar's pd,NWA,unknown,w 9 IIb/c,@ 1515
2367-85857,1998-04-28,Skomar's,NWA,unknown,PR,Mauser attached?
2367-85857,1998-05-22,Skomar's,NWA,unknown,PR,@ 917
2367-85857,1998-05-08,Skomar's,NWA,unknown,PR,@ 1045  
2367-85858,1997-08-11,1 pd SW of 5662,NWA,unknown,w 3 IIa/b,"""DBL tagged in 97"""
2367-85860,1997-07-10,pd 90,NWA,pond 90,w 1 IIa,@ 1140
2367-85860,1998-05-05,pd 1 E,NWA,pond 1,PR,@ 1020 w mauser on back!
2367-85860,1998-05-12,pd 1 E,NWA,pond 1,PR,@ 0932
2367-85860,1998-05-22,pd 1 E,NWA,pond 1,PR,@ 905 w mauser
2367-85860,1998-07-29,pd 90,NWA,pond 90,4 Ic,@ 730
2367-85860,1998-07-22,pd 90,NWA,pond 90,Alone,@ 1045
2367-85860,1998-07-02,N 214,NWA,unknown,cont,Mauser found in bow 1
2367-85860,1998-07-06,N 214,NWA,unknown,star 7 eggs ,@ 900 (hatched)
2367-85860,1998-08-21,6642,NWA,unknown,w/ 6 III and male full plumage then flew away,@ 0825
2367-85860,1999-04-19,pd 1 W,NWA,pond 1,PR,@ 1842 100%
2367-85860,1999-04-22,pd 1 E,NWA,pond 1,PR,@ 2026
2367-85860,1999-06-24,N029,NWA,unknown,13 eggs,*Lost tags new combo
2367-85860,2000-05-19,1 E,NWA,unknown,Pr,"@ 1100 100%, 2 birds were seen with same combo simultaneously (see 2367-85855) both alive in 2000"
2367-85861,1998-04-20,pd 1 W,NWA,pond 1,Pr,@ 1538
2367-85861,1998-04-22,pd 1 W,NWA,pond 1,PR ,@ 1915
2367-85861,1998-04-29,SW pd 1,NWA,pond 1,PR,@ 1755
2367-85861,1998-07-11,N200,NWA,unknown,6 eggs,(Hatched)
2367-85861,1999-04-19,1 W,NWA,unknown,PR,Left?
2367-85861,1999-04-22,1 W,NWA,unknown,PR,Left 100% Right Good @ 2011
2367-85861,1999-04-29,1 W,NWA,unknown,PR,VG  
2367-85861,1999-04-29,1 W,NWA,unknown,PR,G
2367-85861,1999-05-19,pd 1 ,NWA,pond 1,PR,V. good @ 0840
2367-85862,1997-11-19,"Sabine Ref, LA",outside area,unknown,Shot,11/19/97
2367-85864,1997-06-28,pd 90,NWA,pond 90,w 7 Ic,@ 1043
2367-85864,1997-07-28,pd 90,NWA,pond 90,3 IIc,@ 0950
2367-85864,1998-04-15,pd 1,NWA,pond 1,PR,@ am
2367-85864,1998-04-22,S end pd 1,NWA,pond 1,PR,@ 1715
2367-85864,1998-05-25,N 52 ISL,NWA,unknown,on nest,am (new tags given) *Lost previous tags
2367-85864,1998-06-08,pd 90,NWA,pond 90,PR,@ 1033
2367-85864,1999-04-19,pd 1 E,NWA,pond 1,PR,VG
2367-85864,1999-04-20,pd 1 E,NWA,pond 1,PR,100% @ 1045
2367-85864,1999-04-27,pd 1 E,NWA,pond 1,PR,VG
2367-85864,1999-04-29,pd 1 W,NWA,pond 1,PR ,G
2367-85864,1999-05-02,pd 1 W,NWA,pond 1,PR ,VG @ 1915
2367-85865,1997-06-17,Nest,NWA,unknown,10 hatch/gone,@ 1015 missed webtagging
2367-85866,1997-06-19,Nest,NWA,unknown,6 hatched,@ 1445
2367-85866,1997-07-21,pd 5335,NWA,unknown,2 Ic's,@ 1100
2367-85867,1998-04-27,pd 1 ,NWA,pond 1,PR,@ 1131
2367-85867,1998-05-08,1st pd S of 5723,NWA,unknown,PR,@ 1125
2367-85869,1997-06-25,Nest,NWA,unknown,9 hatch,@ 1535
2367-85869,1997-07-23,pd 90,NWA,pond 90,7 IIb,@ 0920
2367-85869,1997-07-28,pd 90,NWA,pond 90,7 IIb,@ 0950
2367-85869,1997-08-11,pd 90,NWA,pond 90,7 IIc,@ 0935
2367-85869,1998-04-15,pd 1,NWA,pond 1,PR,@ am
2367-85869,1998-04-29,SW pd 1,NWA,pond 1,PR,@ eve
2367-85869,1998-05-22,pd 1 E,NWA,pond 1,PR,@ 840
2367-85869,1998-05-28,pd 1,NWA,pond 1,PR,@ 0850
2367-85869,1998-06-09,pd 1 ,NWA,pond 1,on nest # 119,@ 1152
2367-85869,1998-06-10,pd 1,NWA,pond 1,alone,@ 13:15
2367-85869,1999-06-24,pd 1 E,NWA,pond 1,Pr,@ 1655 v.g
2367-85869,1999-06-22,N 045 ISL,NWA,unknown,9 eggs,lost tags refitted same combo
2367-85869,1999-06-24,N 045 ISL,NWA,unknown,9 tagged,all hatch/gone
2367-85869,2000-05-02,SW 90,NWA,unknown,Pr,@ 17:19 VG 99%
2367-85869,2000-05-13,pd 1 W,NWA,pond 1,Pr,"@ 1520, fair"
2367-85870,1997-07-22,1 pd SW of 5662,NWA,unknown,w 8 IIb  ,@ 0740
2367-85870,1998-05-21,Nest # 018,NWA,unknown,K,mistnetted
2367-85871,1998-04-27,pd 1 E,NWA,pond 1,PR,@ 1138
2367-85871,1998-05-08,pd 1 E,NWA,pond 1,PR,@ 11:20
2367-85871,1998-05-12,pd 1 E,NWA,pond 1,PR,@ 0956 not 100% on LB y
2367-85871,1998-05-10,pd 1 E,NWA,pond 1,PR,@ 13: 20
2367-85871,1999-06-24,N 136 ISL,NWA,unknown,9 eggs,* Lost tags refitted
2367-85871,1999-07-12,pd 90 B,NWA,pond 90,4 Ib/c,@ 1425 100%
2367-85871,2000-05-02,1 E,NWA,unknown,PR,@ 1545 good
2367-85871,2000-05-04,1 E,NWA,unknown,PR,@ 0905 good
2367-85871,2000-05-19,1 N,NWA,unknown,Pr,@ 1049 Exc 100%
2367-85871,2000-06-14,90,NWA,unknown,Pr,@ 1000 fair
2367-85873,1998-05-07,pd 71,NWA,pond 71,PR,@ 1400
2367-85874,1998-04-15,pd 1,NWA,pond 1,Pr,am  
2367-85874,1998-04-28,pd 1 ,NWA,pond 1,Pr,Am no mauser
2367-85874,1998-05-05,pd 1 E,NWA,pond 1,Pr,@ 1040+
2367-85875,1997-06-27,Nest,NWA,unknown,10 eggs 8 membranes hatched ,@ 1320
2367-85875,1997-07-05,"Skomar's pd, pd 4156",NWA,unknown,w 8Ib,@ 2137
2367-85876,1997-07-22,SW pd 5662,NWA,unknown,w 7 Ib,@ 0740
2367-85877,1997-08-19,pd 8443,NWA,unknown,w/ 9 IIc,100%# @ 0940
2367-85878,1997-07-27,pd 7044,NWA,unknown,3 IIb's,@ am
2367-85878,1997-08-03,pd 7044,NWA,unknown,w 2 IIb,@ 1230
2367-85878,1998-05-06,In field E of pond 90,NWA,pond 90,PR,@ 2030
2367-85878,1998-05-06,pd 1,NWA,pond 1,PR,@ 1930
2367-85878,1998-05-12,pd 1 E,NWA,pond 1,PR,@ 1030
2367-85878,1998-05-22,pd 1 E,NWA,pond 1,PR,@ 820
2367-85878,1999-06-14,N018 ISL,NWA,unknown,trapped,* Nasal tags off (refitted)
2367-85878,1999-06-18,N018 ISL,NWA,unknown,H/G,*missed webtagging 8 eggs
2367-85879,1997-07-30,1 pd SW of 3670,NWA,unknown,Radio Loc,@ 1720
2367-85879,1998-04-28,Skomar's  ,NWA,unknown,PR,mauser on back
2367-85879,1998-05-07,pd 1,NWA,pond 1,PR,mauser @ 1445
2367-85879,1998-05-09,pd 1 W,NWA,pond 1,PR,@ 2001
2367-85880,1997-08-13,pd 9338,NWA,unknown,greater or equal to 3 IIa's,mini push with STR
2367-85880,1997-08-29,pd 9338,NWA,unknown,w 8 III,pushed out of weeds! 
2367-85880,1998-05-05,pd 1 SW,NWA,pond 1,PR,@ 1055
2367-85880,1998-05-22,pd 140,NWA,pond 140,PR,@ 1030
2367-85880,1998-07-29,9338,NWA,unknown,hanging w molting duck,@ 1010
2367-85880,1999-04-29,pd 1 E,NWA,pond 1,PR,G @ 1845
2367-85880,1999-06-23,N047 ISL,NWA,unknown,7 eggs,"""tags intact"""
2367-85881,1999-07-02,N174,NWA,unknown,6 eggs,* Lost tags refitted
2367-85881,1999-07-09,N174,NWA,unknown,Dep. ,* female killed?
2367-85884,1997-08-14,pd 6136,NWA,unknown,w 6 IIa,@ 0830
2367-85884,1998-04-15,pd 79 E,NWA,pond 79,Pr,@ 0845 w mauser on back
2367-85884,1998-04-29,pd 1 ,NWA,pond 1,Pr,-morning 
2367-85885,1997-08-17,pd 7966,NWA,unknown,w 6 IIa,@ 1030
2367-85886,1998-05-05,pd 37,NWA,pond 37,PR,@ 08:45
2367-85886,1998-06-15,pd 90,NWA,pond 90,PR,on south shore @ 1410
2367-85886,1999-04-27,pd 6,NWA,pond 6,PR,@ 1115 (100%)
2367-85886,1999-04-27,pd 6,NWA,pond 6,PR,@ 1130 (100%)
2367-85886,1999-07-21,N301,NWA,unknown,8 eggs,I.D. by scope
2367-85887,1997-07-15,nest,NWA,unknown,w 6 of 8 ducklings,SWL let her escape
2367-85888,1998-05-06,pd South 6751,NWA,unknown,PR,@ 20:05 100% (diagram of pond where found)
2367-85889,1997-07-20,Nest,NWA,unknown,8 hatched/gone,"""DBL tagged in 97"""
2367-85892,1997-08-21,"Skomar's pd, pd 4156",NWA,unknown,w 4 IIa,@ 1115   
2367-85892,1999-05-20,pd 67,NWA,pond 67,PR,@ 1045 VG
2367-85894,1997-08-11,pd 5335,NWA,unknown,w/ 1 Ia-b?,@ 0825
2367-85894,1997-08-10,pd 5335,NWA,unknown,w 1Ib,@ 0830
2367-85894,1998-05-03,pd 90,NWA,pond 90,PR,@ 10:15
2367-85894,1998-04-22,pd 90,NWA,pond 90,PR,@ 1907 (not 100%)
2367-85894,1998-05-12,pd 90,NWA,pond 90,PR,@ 0821
2367-85894,1998-06-15,pd 1,NWA,pond 1,PR,@ 0940
2367-85895,1997-07-27,5 pds N of pd 2943,NWA,unknown,female seen w other female not broody,(watched for approx 1 hr)
2367-85897,1997-08-11,Nest,NWA,unknown,2 hatch,@ 1100
2367-85897,1997-08-11,pd 1255,NWA,unknown,w 2 Ia,@ 1120
2367-85897,1998-06-17,N69,NWA,unknown,on nest (weller),"Tags missing, old combo put back on"
2367-85897,1998-07-29,pd 90,NWA,pond 90,1 IIc,@ 730
2367-85897,1999-06-02,N039,NWA,unknown,7 eggs,(destroyed 16 Jun visit)
2367-85897,1999-07-05,N210 ISL,NWA,unknown,14 eggs,scoped by RDD
2367-85898,1999-05-05,4156 Skomar's,NWA,unknown,PR,VG @ 1048
2367-85898,1999-07-09,Skomar's N295,NWA,unknown,Hatching,2 hatched/2 pipped/2 starred
2367-85898,2000-05-02,Skomar's 4851,NWA,unknown,Pr,VG @ 16:40
2367-85898,2000-05-08,Skomar's 4851,NWA,unknown,Pr,@ 15:49
2367-85898,2000-04-27,Skomar's 4851,NWA,unknown,Pr,100%
2367-85900,1999-04-29,pd 20,NWA,pond 20,PR,@ eve VG
2367-85900,1999-04-29,pd 20,NWA,pond 20,PR,VG
2367-85900,1999-05-05,pd 20,NWA,pond 20,PR,100%
1467-52366,1999-04-26,pd 20 W,NWA,pond 20,PR,Exc.
1467-52366,1999-04-27,pd 1 W,NWA,pond 1,PR,@ 0915 Left good Right fair
1467-52367,1999-04-16,1 W,NWA,unknown,PR + 1,@ 1115
1467-52367,1999-04-19,1 W,NWA,unknown,PR,@ 1905
1467-52367,1999-04-27,1 W,NWA,unknown,PR,@ 1100 G
1467-52367,1999-04-29,1 W,NWA,unknown,PR,@ Eve 1512
1467-52368,1999-04-29,pd 67,NWA,pond 67,PR,VG @ 1520
1467-52368,1999-05-02,pd 67,NWA,pond 67,PR,VG @ 18:48
1467-52368,1999-05-07,pd 67,NWA,pond 67,PR,VG @ 1153
1467-52368,1999-05-30,pd 67,NWA,pond 67,PR,fair
1467-52369,1998-06-29,N181,NWA,unknown,hatch/gone,*missed webtaggin
1467-52369,1999-04-27,N edge of pd 66,NWA,pond 66,PR,@ 1000 (100%)
1467-52369,1999-04-26,pd 66,NWA,pond 66,PR,exc.
1467-52369,1999-04-29,pd 66,NWA,pond 66,PR,fair rt. side
1467-52369,2000-05-04,pd 5618,NWA,pond 56,Pr,"@ 12:15, good"
1467-52369,2000-05-12,pd 5618,NWA,pond 56,Pr,@ 0735 vg
1467-52370,1998-06-22,N 056,NWA,unknown,5 hatched,*missed webtagging
1467-52371,1999-04-21,pd 1 W,NWA,pond 1,PR,v good
1467-52371,1999-04-26,pd 90,NWA,pond 90,PR ,100%
1467-52371,1999-04-27,pd 90,NWA,pond 90,PR ,VG
1467-52371,1999-04-29,pd 90,NWA,pond 90,PR ,100%
1467-52371,1999-05-13,90,NWA,unknown,PR,@ 1417
1467-52371,1999-05-18,90,NWA,unknown,PR,@ 1109
1467-52371,1999-05-19,pd 90,NWA,pond 90,PR,@ 0925 Exc
1467-52371,1999-05-19,pd 1,NWA,pond 1,RD,@ 0840 V.good
1467-52371,1999-05-19,pd 1 W,NWA,pond 1,Pr,@ 0835 
1467-52371,1999-05-20,pd 1 W,NWA,pond 1,PR,@ 0830
1467-52371,1999-05-27,pd 1 W,NWA,pond 1,female,@ 0935
1467-52371,1999-07-02,N142 ISL,NWA,unknown,8 eggs,I.D. by scope
1467-52371,1999-07-02,pd 1 N,NWA,pond 1,Pr,100% @ 1031
1467-52371,1999-07-28,pd 90,NWA,pond 90,w/ 2 Ib,100% @ 1045
1467-52372,1998-07-29,1st pd SE of Bousierres driveway,NWA,unknown,w Gr square LB oval,@ 720
1467-52372,1999-04-27,pd 90,NWA,pond 90,PR,VG
1467-52372,1999-04-29,pd 90,NWA,pond 90,PR,100%
1467-52372,1999-05-25,N13,NWA,unknown,Nest ,scoped 100%
1467-52372,2000-04-17,pd 90,NWA,pond 90,PR,@ 1130 (GR/VG) (LB good)
1467-52372,2000-04-27,pd 90,NWA,pond 90,PR,@ 08:00 (fair/good)
1467-52372,2000-05-02,pd 90,NWA,pond 90,PR,good
